Categoría,Subcategoria,APLICA EN LAS METAS ACTUALES,Fecha,Manifiesto,Nombre de Residuo,Peso Disposición Final (kg) ,Canal o Mecanismo de recolección,Tipo de Gestión (proceso),certificado ,Gestor ,Centro de acopio,Razón social del generador,Nit,Responsable del envío,Correo ,Dirección,Departamento,Ciudad,Latitud,Longitud,utm_x,utm_y,utm_zona
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-03-28,10400,TOSTADORA,2.9,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 QUESADA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,AK 14 48 51,"BOGOTA, D. C.","BOGOTA, D. C.",4.635503,-74.06696,603491.19,512441.68,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-05-04,9930,APARATOS ELECTRODOMESTICOS,35.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 QUINTA PAREDES,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AC 24 48 50,"BOGOTA, D. C.","BOGOTA, D. C.",4.637192,-74.09696,600163.13,512624.09,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-06-11,9278,"HERRAMIENTAS PARA ROCIAR, ESPARCIR, PROPAGAR O APLICAR OTROS TRATAMIENTOS CON SUSTANCIAS LÍQUIDAS O GASEOSAS POR OTROS MEDIOS",351.04,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 QUIROGA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 24 32 A SUR 21,"BOGOTA, D. C.","BOGOTA, D. C.",4.582481,-74.1165,598003.12,506573.04,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-09-13,11452,TONNER,1.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 RESTREPO BOMBEROS ,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 27 18 79 Sur,"BOGOTA, D. C.","BOGOTA, D. C.",4.590353,-74.108078,598936.33,507444.45,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-03-19,11120,VENTILADORES ELECTRICOS,1.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 RESTREPO CAFESALUD,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 18 16 39 Sur,"BOGOTA, D. C.","BOGOTA, D. C.",4.585861,-74.100326,599796.91,506948.93,18N
1. Aparatos electrodomésticos,1.8 Equipos de acondicionamiento de aire,SI,2024-01-03,9259,APARATOS DE AIRE ACONDICIONADO,588.7,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 RIO CALLEJAS,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,AC 127 7 77,"BOGOTA, D. C.","BOGOTA, D. C.",4.702066,-74.029399,607647.63,519806.02,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-10-05,10254,Sanduchera / Tostadora,6.8,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 RIONEGRO,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 93 60 A 36,"BOGOTA, D. C.","BOGOTA, D. C.",4.681858,-74.06728,603448.92,517566.26,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-01-24,11972,COMPUTADORES TODO EN UNO,26.68,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 RUBY ,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 23A 96F 52,"BOGOTA, D. C.","BOGOTA, D. C.",4.675429,-74.134802,595960.27,516845.95,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-08-26,9402,MODEM,117.68,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 Sagrado Corazón,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 13 33 58,"BOGOTA, D. C.","BOGOTA, D. C.",4.620975,-74.068203,603355.41,510835.4,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-11-21,9618,OTROS APARATOS DE LIMPIEZA QUE NO SEAN ASPIRADORAS O LIMPIA MOQUETAS,10.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 Samper Mendoza,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 25 22 C 81,"BOGOTA, D. C.","BOGOTA, D. C.",4.61951,-74.080784,601960.01,510671.62,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-10-17,11409,TOSTADORA,2.9,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 San Andresito,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,KR 23 10 11,"BOGOTA, D. C.","BOGOTA, D. C.",4.606759,-74.089899,600950.69,509260.69,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-08-26,10057,FREIDORAS,36.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN ANTONIO,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 183 A 11 8,"BOGOTA, D. C.","BOGOTA, D. C.",4.760649,-74.033447,607189.62,526281.94,18N
3. Maquinaria y Equipo Eléctrico,3.3 Equipos de control y proteción,SI,2024-12-06,9631,SWITCH,10.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN BENITO,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 57 SUR 19 43,"BOGOTA, D. C.","BOGOTA, D. C.",4.565941,-74.135059,595946.49,504742.04,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-11-25,10357,TUBOS FLUORESCENTES - SIGNIFY,1.8,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN CARLOS,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 13 F 52 SUR 56,"BOGOTA, D. C.","BOGOTA, D. C.",4.565169,-74.127624,596771.4,504657.69,18N
3. Maquinaria y Equipo Eléctrico,3.11 Pilas y acumuladores,SI,2024-07-12,9743,BATERIAS DE LITIO,1858.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN CARLOS ,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,TV 138 139 35,"BOGOTA, D. C.","BOGOTA, D. C.",4.74722,-74.113815,598278.07,524785.39,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-02-29,9068,CELULARES,8.0,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN CAYETANO,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 41 F SUR 80 H 26,"BOGOTA, D. C.","BOGOTA, D. C.",4.626069,-74.16323,592813.52,511385.43,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-11-02,9084,TONNER,1.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN CIPRIANO,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 167 58 30,"BOGOTA, D. C.","BOGOTA, D. C.",4.74979,-74.059442,604308.18,525077.47,18N
1. Aparatos electrodomésticos,1.1 Cocinas y hornos,SI,2024-01-16,10584,HORNOS DE MICROONDAS,9.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN CRISTÓBAL,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 167 58 30,"BOGOTA, D. C.","BOGOTA, D. C.",4.74979,-74.059442,604308.18,525077.47,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-03-08,10530,ORDENADORES PERSONALES O PORTATILES,48.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN FELIPE,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 77 19 37,"BOGOTA, D. C.","BOGOTA, D. C.",4.665453,-74.061571,604084.58,515753.5,18N
3. Maquinaria y Equipo Eléctrico,3.12 Refrigeración y equipos de acondicionamiento de aire industriales,SI,2024-03-05,9173,MÁQUINAS DISPENSADORAS DE BEBIDAS CALIENTES,14.2,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN FERNANDO,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 72 64 62,"BOGOTA, D. C.","BOGOTA, D. C.",4.67526,-74.082982,601708.2,516834.55,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-02-27,9760,OTROS GRANDES APARATOS UTILIZADOS PARA COCINAR Y EN OTROS PROCESOS DE TRANSFORMACION DE LOS ALIMENTOS. APARATOS DE CALEFACCION ELECTRICOS,145.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 San Francisco,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 4 8 64,"BOGOTA, D. C.","BOGOTA, D. C.",4.587991,-74.083401,601674.18,507186.79,18N
3. Maquinaria y Equipo Eléctrico,3.3 Equipos de control y proteción,SI,2024-04-02,10072,SWITCH,20.0,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN ISIDRO,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 32 SUR 7 A 39,"BOGOTA, D. C.","BOGOTA, D. C.",4.566347,-74.100028,599832.67,504791.69,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-02-23,9720,"RELOJES Y APARATOS DESTINADOS A MEDIR, INDICAR O REGISTRAR EL TIEMPO",45.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN JORGE,830143447-3,Ana Maria Suarez,test@portal80.com.co,KR 91 127 63,"BOGOTA, D. C.","BOGOTA, D. C.",4.717542,-74.09238,600659.7,521507.53,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-06-25,11311,DM - IMPRESORAS Y SCANNER,30.3,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN JUAN DE ÁVILA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 18 136 A 14,"BOGOTA, D. C.","BOGOTA, D. C.",4.720963,-74.045079,605905.57,521892.74,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-05-06,10535,VENTILADORES ELECTRICOS,9.62,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 San Luis,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 63 15 18,"BOGOTA, D. C.","BOGOTA, D. C.",4.649958,-74.065908,603605.78,514039.86,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-02-26,10993,REPUESTOS O PARTES DE PC/PORTATILES,5.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN NICOLAS,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 116 70D 87,"BOGOTA, D. C.","BOGOTA, D. C.",4.698656,-74.074821,602610.01,519422.21,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-07-14,10291,TONNER Y CARTUCHOS EN DESUSO,4.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SAN PATRICIO,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,AK 19 106 12,"BOGOTA, D. C.","BOGOTA, D. C.",4.692858,-74.050744,605281.46,518784.8,18N
2. Electrónica y Equipos de Telecomunicación,2.7 Equipos de instrumentación y control,SI,2024-02-13,10613,OTROS INSTRUMENTOS DE VIGILANCIA Y CONTROL UTILIZADOS EN INSTALACIONES INDUSTRIALES,20.51,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SANTA BARBARA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 125 19 A 25,"BOGOTA, D. C.","BOGOTA, D. C.",4.704668,-74.050244,605335.15,520090.5,18N
2. Electrónica y Equipos de Telecomunicación,2.5 Electrónica de consumo,SI,2024-06-21,11680,AMPLIFICADOR DE SONIDO,1.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SANTA FE,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AK 9 121 50,"BOGOTA, D. C.","BOGOTA, D. C.",4.698905,-74.032824,607268.22,519456.04,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-03-27,11310,TONER DE IMPRESORA/APROVECHAMIENTO,39.33,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SANTA LUCIA,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,DG 44 SUR 21 49,"BOGOTA, D. C.","BOGOTA, D. C.",4.576666,-74.124426,597124.63,505929.11,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-09-19,11220,APARATOS ELECTRODOMESTICOS,472.49,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SANTA MARÍA DEL LAGO,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,DG 79 A 72 11,"BOGOTA, D. C.","BOGOTA, D. C.",4.694707,-74.090803,600837.89,518983.31,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-04-13,11227,TERMINALES DE TELEX,16.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SANTA PAULA,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,AK 15 102 50,"BOGOTA, D. C.","BOGOTA, D. C.",4.687264,-74.047445,605648.22,518166.87,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-07-27,10344,TONER DE IMPRESORA SUELTOS,18.01,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SANTA SOFÍA,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 29 B 77 48,"BOGOTA, D. C.","BOGOTA, D. C.",4.670789,-74.068854,603275.95,516342.33,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-03-12,10220,TONER DE IMPRESORA Y CARTUCHOS USADOS,10.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SATURNO,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 110 19A 21,"BOGOTA, D. C.","BOGOTA, D. C.",4.681325,-74.148653,594423.13,517495.87,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-10-16,10851,IMPRESORAS Y SCANNER,23.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SENA SUR,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 30 26 SUR 80,"BOGOTA, D. C.","BOGOTA, D. C.",4.590282,-74.111856,598517.23,507436.08,18N
2. Electrónica y Equipos de Telecomunicación,2.5 Electrónica de consumo,SI,2024-06-02,9271,AMPLIFICADOR DE SONIDO,2.15,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SOLEDAD NORTE,830143447-3,Ana Maria Suarez,test@portal80.com.co,AK 86 74 A 26,"BOGOTA, D. C.","BOGOTA, D. C.",4.698944,-74.103904,599384.16,519449.84,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-10-08,9696,TONER DE IMPRESORA/APROVECHAMIENTO,80.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SOTILEZA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,TV 60 128A 14,"BOGOTA, D. C.","BOGOTA, D. C.",4.716223,-74.073119,602796.22,521364.52,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-12-09,11505,CPU,65.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA AURES,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 132 103 C 41,"BOGOTA, D. C.","BOGOTA, D. C.",4.735213,-74.099165,599904.61,523460.1,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-01-06,10520,TONER DE IMPRESORA/APROVECHAMIENTO,10.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA CAMPANELLA,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 99 154 57,"BOGOTA, D. C.","BOGOTA, D. C.",4.753959,-74.086677,601286.94,525534.31,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-12-31,9776,BOMBILLOS COMPACTOS - SIGNIFY,1.4,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA CAMPIÑA ALTA,830143447-3,Ana Maria Suarez,test@portal80.com.co,KR 92 148 28,"BOGOTA, D. C.","BOGOTA, D. C.",4.744218,-74.084375,601543.68,524457.76,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-12-23,10177,Sanduchera / Tostadora,6.8,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA CARMEN DEL NORTE,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,CL 128 98A 01,"BOGOTA, D. C.","BOGOTA, D. C.",4.72607,-74.098543,599974.91,522449.42,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-09-18,10359,FREIDORAS,710.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA GAITANA,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,KR 129 132 30,"BOGOTA, D. C.","BOGOTA, D. C.",4.740813,-74.113643,598298.05,524077.12,18N
2. Electrónica y Equipos de Telecomunicación,2.6 Equipos de electrónica de potencia,SI,2024-11-03,10719,UPS O FUENTES DE PODER,112.55,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA JAVA,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 94 D 145 39,"BOGOTA, D. C.","BOGOTA, D. C.",4.740028,-74.087577,601189.15,523994.08,18N
3. Maquinaria y Equipo Eléctrico,3.2 Equipo industrial,SI,2024-09-07,9008,"HERRAMIENTAS PARA MOLDEAR, TORNEAR, PULIR, PUNZAR, PLEGAR, CORTAR Y SOLDAR",32.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA LISBOA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 132D 152 65,"BOGOTA, D. C.","BOGOTA, D. C.",4.742848,-74.123295,597227.26,524300.72,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-02-17,9674,OTROS GRANDES APARATOS UTILIZADOS PARA COCINAR Y EN OTROS PROCESOS DE TRANSFORMACION DE LOS ALIMENTOS. APARATOS DE CALEFACCION ELECTRICOS,525.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA LOMBARDIA,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,AK 104 140C 11,"BOGOTA, D. C.","BOGOTA, D. C.",4.744429,-74.097754,600059.78,524479.14,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-12-20,11882,MODEM,3.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA PARQUE,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 147 90 54,"BOGOTA, D. C.","BOGOTA, D. C.",4.741414,-74.083873,601599.76,524147.85,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-03-30,10757,TONER DE IMPRESORA/APROVECHAMIENTO,80.0,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA PINAR,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 92 151B 98,"BOGOTA, D. C.","BOGOTA, D. C.",4.748666,-74.083327,601659.26,524949.65,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-10-10,10020,HORNOS DE MICROONDAS/ APARATOS ELECTRODOMESTICOS,67.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA PUERTA DEL SOL,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 139 108 04,"BOGOTA, D. C.","BOGOTA, D. C.",4.742413,-74.099966,599814.74,524255.95,18N
3. Maquinaria y Equipo Eléctrico,3.11 Pilas y acumuladores,SI,2024-01-10,10945,BATERIAS DE LITIO,1858.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA RINCON SAN JORGE,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 91 127 63,"BOGOTA, D. C.","BOGOTA, D. C.",4.717542,-74.092384,600659.25,521507.53,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-04-30,9301,TONER DE IMPRESORA Y CARTUCHOS USADOS,10.0,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA SALITRE,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 92 159A 6,"BOGOTA, D. C.","BOGOTA, D. C.",4.755804,-74.079781,602051.5,525739.29,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-06-25,11583,OTROS GRANDES APARATOS UTILIZADOS PARA COCINAR Y EN OTROS PROCESOS DE TRANSFORMACION DE LOS ALIMENTOS. APARATOS DE CALEFACCION ELECTRICOS,525.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA TABOR,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,AC 132 95 A 10,"BOGOTA, D. C.","BOGOTA, D. C.",4.733073,-74.091365,600770.03,523224.65,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-01-02,10176,APARATOS DE GRABACION DE VIDEO,3.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA TRINITARIA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 139 103 C 02,"BOGOTA, D. C.","BOGOTA, D. C.",4.741037,-74.096426,600207.56,524104.34,18N
3. Maquinaria y Equipo Eléctrico,3.11 Pilas y acumuladores,SI,2024-11-04,10357,BATERIAS DE LITIO,15.0,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA TURINGIA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 103B 152 41,"BOGOTA, D. C.","BOGOTA, D. C.",4.751842,-74.091852,600713.3,525299.52,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-03-16,10739,"RELOJES Y APARATOS DESTINADOS A MEDIR, INDICAR O REGISTRAR EL TIEMPO",19.13,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SUBA VILLA ELIZA,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 91 134 A 04,"BOGOTA, D. C.","BOGOTA, D. C.",4.733142,-74.085976,601367.72,523233.06,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-02-07,11131,MONITORES,205.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 SULTANA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 46 129 31,"BOGOTA, D. C.","BOGOTA, D. C.",4.716133,-74.054317,604881.66,521357.37,18N
